profile_id	c_number	count_code	country_name	fish_mgt_plan	url_fish_mgt_plan	gov_marine_fish	major_law_plan	url_major_law_plan	gov_protect_marine_env	url_gov_protect_marine_env
144	504	504	Morocco	Ministry of Agriculture and Fisheries	http://www.mpm.gov.ma/			http://www.mpm.gov.ma/wps/portal/!ut/p/b1/vZTpbqMwFIWfJQ9QcdkM-clmIAWnEJbAnwoCdNhCJxslT18yajWadhI0UqdYCCyd4-_q-NpUTEV3NIdAFFngeWpNxdvkVD4lh7LbJs1lHqNHgQZOkmkJlthRwcSG6OqsDLBkR0E0CuDKI8EvP2DdWjIwUh40GkxXEwOLk8c_ngqpaPG-yHXVZREF3orQRUMASeedpcmboMgw5Ud_-kUdi2AGWHElUQTw0Zv_BuDf_J8FEyGGVHw7J_QuuJHz7SK5KQRPEaNrcyoaZcL1LATKo9bAPa6q4dk812e3OjsvK8s1D6rUA9AWUS2feNqwOmCyqmKL1mjbS83e034yRM0Zm6QPWeD6sqSWuc_hCaCLvhvIfTlwQcVPTZeOxykwNslc7cweS6kTMwYXHBGLyvjFjI1OUVDb1EkyV-a9VxgHz6u8OtBbNw03TqqGzOmZTXVmycm8yuyVgf_Rbip3N8dOkWyJ0zR57q5DXzsKSJgXxVqUK6kUgoLv7Wj_lJ_ik7ETc6i5zIZCyPYP2X72MYwPbTP_WxgMqQcgqmtfOo9URTiG0ZNDPH66gT77A_EZ2lMdmngb2GfqWxhyZWBuNQXkR2BkTKnQfyrr2hnl-E9AYQW2drDtFJtwDlmiPY5NgRf7zMHlc9UtmmPbxsft-DYtbiN03KD7slMks05eiDObAN6jbwZywpcDx6v99k6Hu3yb5TuqjRtrKMvyrnaNnhYvg21Pv8dZms1eAfRRl_o!/dl4/d5/L3dHQSEvUUtRZy9nQSEh/	"Ministry of Energy, Mining, Water and the Environment"	http://www.environnement.gov.ma/
238	841	840A	US (Alaska)	National Marine Fisheries Service (Alaska Region)	https://alaskafisheries.noaa.gov/	NOAA	Magnuson-Stevens Fishery Conservation and Management Act	http://www.nmfs.noaa.gov/sfa/magact/magact.html	Alaska Department of Environmental Conservation	http://dec.alaska.gov/
239	842	840B	US (Hawaii)	Pacific Islands Regional Office of the National Marine Fisheries Service (NMFS)	http://www.fpir.noaa.gov/	NOAA	Magnuson-Stevens Fishery Conservation and Management Act	http://www.nmfs.noaa.gov/sfa/magact/magact.html	Hawaii Fishery Ecosystem Plan	http://www.wpcouncil.org/fishery-plans-policies-reports/hawaii-fishery-ecosystem-plan/
240		581	US Minor Is	Pacific Islands Regional Office of the National Marine Fisheries Service (NMFS)	http://www.fpir.noaa.gov/	U.S. Department of Interior	Magnuson-Stevens Fishery Conservation and Management Act	http://www.nmfs.noaa.gov/sfa/magact/magact.html	Pacific Remote Islands Area Fishery Ecosystem Plan	http://www.wpcouncil.org/fishery-plans-policies-reports/pria-fishery-ecosystem-plan/
241		849	US Misc Pac	Pacific Islands Regional Office of the National Marine Fisheries Service (NMFS)	http://www.fpir.noaa.gov/	NOAA	Magnuson-Stevens Fishery Conservation and Management Act	http://www.nmfs.noaa.gov/sfa/magact/magact.html	Pacific Remote Islands Area Fishery Ecosystem Plan	http://www.wpcouncil.org/fishery-plans-policies-reports/pria-fishery-ecosystem-plan/
243	840	840	USA	National Marine Fisheries Service	http://www.nmfs.noaa.gov/	National Oceanic and Atmospheric Administration	Magnuson-Stevens Fishery Conservation and Management Act	http://www.nmfs.noaa.gov/sfa/magact/magact.html	"Habitat Conservation Division, National Marine Fisheries Service"	http://www.habitat.noaa.gov/
5	16	16	American Samoa (USA)	The Pacific Islands Regional Office of the National Marine Fisheries Service	http://www.fpir.noaa.gov/	American Samoa Government.		http://www.nmfs.noaa.gov/sfa/magact/magact.html	American Samoa Fishery Ecosystem Plan	http://www.wpcouncil.org/fishery-plans-policies-reports/american_samoa_fep/
18	846	846	Baker & Howland Is	The Pacific Islands Regional Office of the National Marine Fisheries Service (NMFS)	http://www.fpir.noaa.gov/	U.S. Fish & Wildlife Service		http://www.nmfs.noaa.gov/sfa/magact/magact.html	"Habitat Conservation Division, NOAA Fisheries Pacific Islands Regional Office"	http://www.fpir.noaa.gov/HCD/hcd_index.html
242	850	850	US Virgin Is	Caribbean Fishery Management Council	http://www.caribbeanfmc.com/	Department of Agriculture		http://www.nmfs.noaa.gov/sfa/magact/magact.html	"Essential Fish Habitat Management Plan, Caribbean Fishery Management Council"	http://www.caribbeanfmc.com/fmp_efh_1998.html
49	184	184	Cook Is.	Ministry of Marine Resources	http://www.mmr.gov.ck/	Ministry of Marine Resources		http://www.paclii.org/cgi-bin/sinodisp/ck/legis/num_act/mra2005189/mra2005189.html?stem=&synonyms=&query=fisheries	Cook Islands Marine Park	http://www.maraemoana.gov.ck/
44	898	I250	Clipperton Is	Fisheries of Clipperton Island	http://www.clipperton.fr/la-peche.html	Ministry of Overseas		http://www.peche.pf/IMG/pdf/decret_no_2010-728_du_29_06_2010.pdf	Marine Environment Information	http://www.clipperton.fr/milieu-marin.html
75	258	258	French Polynesia	Marine and Mineral Resources Branch	http://www.peche.pf/			http://www.peche.pf/spip.php?article333	Environment Directorate	http://www.environnement.pf/
90	320	320	Guatemala	Address of Regulations of Fisheries and Aquaculture	http://visar.maga.gob.gt/?page_id=61	"Ministry of Agriculture, Cattle Ranch, and Feeding"	Article 62c of the Law of Protected Areas (110-96)	http://www.pescaenguatemala.com/wp-content/uploads/2013/09/legislacion/DECRETO_No._80-2002.pdf	Ministry of Environment and Natural Resources	http://www.marn.gob.gt/
54	192	192	Cuba	Cuban Fishing Industry	http://www.cubagob.cu/des_eco/mip/pesca.htm	Ministerio de la Industria Pesquera	"Law 81 of the Medio.ambiente, 1997"	"http://www.planacuicultura.es/doc/cuba/Anexo%201.%20Decreto-Ley%20164,%20Reglamento%20de%20Pesca.pdf"	"Ministry of Science, Technology and Environment"	http://www.medioambiente.cu/
30	76	76	Brazil	Ministry of�Fisheries�and Aquaculture	http://www.mpa.gov.br/	Secretaria Especial de Aquacultura e Pesca		http://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/Lei/L11959.htm	Ministry of Environment	http://www.ambiente.gov.br/
207	654	654	St Helena	Agriculture and Natural Resources Division	http://www.sainthelena.gov.sh/agriculture-and-natural-resources/	Department of Agriculture and Natural Resources	"Endangered, Endemic and Indigenous Species Protection Order, 1996"	http://www.sainthelena.gov.sh/wp-content/uploads/2013/01/90-St-Helena-Fisheries-Corporation-Ordinance-310712.pdf	"Marine Conservation Section, St Helena Government"	http://www.sainthelena.gov.sh/marine-division/
8	660	660	Anguilla	Department of Fisheries and Marine Resources	http://www.gov.ai/department.php?id=3&dept=14	Ministry of Fisheries and Marine Resources	National Environmental Management Strategy and Action Plan	http://www.seaturtle.org/mtrg/projects/tcot/finalreport/appd3.1.1.pdf	Department of Environment	http://www.gov.ai/doe/
66	226	226	Eq Guinea	National Marine Fisheries Society	http://www.sonapesca.com/	"Ministry of Forestry, Fishing and Environment"	"Ley Número 8/1. 988 de fecha 3 1 de diciembre,"	http://www.sonapesca.com/wp-content/uploads/2014/11/ley-reguladora-actividad-pesquera.pdf		
129	621	620A	Madeira Is	Regional Secretary of Agriculture and Fisheries	http://www.madeira.gov.pt/srap			http://www.sra.pt/index.php	Regional Secretary of Environment and Natural Resources	http://www.madeira.gov.pt/sra
41	152	152	Chile	Undersecretary of Fisheries and Aquaculture	http://www.subpesca.cl/		"Ley General de Pesca y Acuicultura, cuyo texto refundido, coordinado y sistematizado ha sido fijado por el Decreto Nº 430"	http://www.subpesca.cl/normativa/605/articles-88020_documento.pdf	Ministry of Environment	http://portal.mma.gob.cl/
76	251	251	French Mozambique channel islands (Europa Island)	Fishing in the Scattered Islands	http://www.taaf.fr/Caracteristiques-et-presentation-des-enjeux-292			http://www.taaf.fr/IMG/pdf/decret_2009-1039.pdf	National Nature Reserve Management	http://www.taaf.fr/La-gestion-de-la-Reserve-naturelle-des-Terres-australes-francaises-421
127	37	I11	Macquarie Is	Fisheries Information	http://www.afma.gov.au/fisheries/macquarie-island-fishery/	Tasmania Parks and Wildlife Service	"Nature Conservation Act, 2002 (austrlian laws)"	http://www.thelaw.tas.gov.au/tocview/index.w3p;cond=ALL;doc_id=%2B126%2B2009%2BGS3%40EN%2B20160112080000;histon=;prompt=;rec=;term=Macquarie%20Island	Macquarie Island Commonwealth Marine Reserve	http://www.environment.gov.au/topics/marine/marine-reserves/south-east/macquarie-island
223	776	776	Tonga	Ministry of Fisheries	http://www.tongafish.org/	Ministry of Fisheries	"Tonga Parks and Reserves Act, 1976"	http://www.tongafish.org/index.php?option=com_joomdoc&view=documents&path=legislations/act/fisheries-management-act-2002-pdf&Itemid=490&lang=en	"Ministry of Environment, Energy, Climate Change, Disaster Management, Meteorology, Information and Communication"	http://www.pmo.gov.to/policies-by-department/ministry-of-information-and-communication/
226	856	826G	Tristan da Cunha	Fishing Industry	http://www.tristandc.com/economyfishing.php	Natural Resources Department	"Tristan da Cunha Conservation Ordinance, 1976"	http://www.tristandc.com/wildordinance.php	"Wildlife and Conservation Information, Natural Resources Department"	http://www.tristandc.com/wildlife.php
231	798	798	Tuvalu	Fisheries Department	http://www.tuvalufisheries.tv/	"Ministry of Natural Resources, Energy and Environment"		http://www.tuvalufisheries.tv/wp-content/uploads/2015/07/MarineResourcesAct-2006.pdf	National Biodiversity Strategy and Action Plan 2012-2016	https://www.cbd.int/doc/world/tv/tv-nbsap-01-en.pdf
46	170	170	Colombia	Directorate of Fisheries and Aquaculture	https://www.minagricultura.gov.co/ministerio/direcciones/Paginas/Direccion-de-Pesca-y-Acuicultura.aspx	Ministry of Agriculture and Rural Development	Código Nacional de los Recursos Naturales Renovables de 1974	http://www.unido.org/fileadmin/import/18732_LeyNo.13del15deenerode1990EstatutoGeneraldePesca.pdf	"Coastal Marine Affairs and Aquatic Resources, Ministry of Environment, Housing and Territorial Development"	https://www.minambiente.gov.co/index.php/ambientes-y-desarrollos-sostenibles/asuntos-marinos-y-costeros-y-recursos-acuaticos
200	705	705	Slovenia	"Ministry of Agriculture, Forestry and Food"	http://www.mkgp.gov.si/si/delovna_podrocja/ribistvo/	"Ministry of Agriculture, Forestry and Food"	Environment Protection Act	http://www.uradni-list.si/1/objava.jsp?urlurid=20064904	Ministry of Environment and Spatial Planning	http://www.mop.gov.si/
170	604	604	Peru	Institute of the Sea	http://www.imarpe.pe/imarpe/	Ministry of Production	Art. 67°	http://www2.produce.gob.pe/pesqueria/publicaciones/otros/dl25977.pdf	Ministry of Environment	http://www.minam.gob.pe/
220	764	764	Thailand	Department of Fisheries	http://www.fisheries.go.th/	Ministry of Agriculture and Cooperatives	"Enhancement and Conservation of National Environmental Quality Act, B.E. 2535 (1992)"	http://www3.fisheries.go.th/images/it2555-2559/final_dof_55-59.pdf	Ministry of Natural Resources and Environment	http://website.mnre.go.th/
43	162	162	Christmas I.	Western Australia Department of Fisheries	http://www.fish.wa.gov.au/	Department of Transport and Regional Services	The Environment Protection and Biodiversity Conservation Act 1999 (EPBC Act)	http://www5.austlii.edu.au/au/legis/wa/consol_act/frma1994256/	"Sustainability and Environment, Department of Fisheries Western Australia"	http://www.fish.wa.gov.au/Sustainability-and-Environment/Pages/default.aspx
45	166	166	Cocos Is	Western Australia Department of Fisheries	http://www.fish.wa.gov.au/	Minister for Local Government Territories and Roads		http://www5.austlii.edu.au/au/legis/wa/consol_act/frma1994256/	"Sustainability and Environment, Department of Fisheries Western Australia"	http://www.fish.wa.gov.au/Sustainability-and-Environment/Pages/default.aspx
235	804	804	Ukraine	State Agency for Fisheries	http://darg.gov.ua/	Ministry of Ecology and Natural Resources	"Basic Law of Ukraine on the protection of the environment, 1991"	http://zakon5.rada.gov.ua/laws/show/3677-17	Ministry of Ecology and Natural Resources of Ukraine	http://www.menr.gov.ua/
124	440	440	Lithuania	Ministry of Agriculture	http://zum.lrv.lt/lt/veiklos-sritys/zuvininkyste	Ministry of Agriculture	"Order No. 93, 2002; Order No. 200 on the implementation of Law of the Republic of Lithuania on Wildlife"	http://zum.lrv.lt/lt/veiklos-sritys/zuvininkyste/bendroji-zuvininkystes-politika	Ministry of Environment	http://www.am.lt/
15	622	620B	Azores Is	Regional Directorate of Fisheries	http://www.azores.gov.pt/Portal/pt/entidades/srmct-drp/	Regional Government	"Regional Legislative Decree N 5/2001/A, 2001"	https://dre.pt/application/dir/pdf1sdip/1987/07/16200/28142830.pdf	Regional Directorate for the Environment	http://www.azores.gov.pt/Portal/en/entidades/sraa-dra/
215	744	744	Svalbard Is	Directorate of Fisheries (Norway)	http://www.fisheries.no/		"Svalbard Environmental Protection Act, 2001"	https://lovdata.no/dokument/SF/forskrift/1977-06-03-6	Svalbard Environmental Protection Act	https://lovdata.no/dokument/NL/lov/2001-06-15-79
149	520	520	Nauru	Nauru Fisheries and Marine Resources Authority	https://sites.google.com/site/naurufisheries/	Nauru Fisheries and Marine Resources Authority		https://sites.google.com/site/naurufisheries/home/legislation		
14	36	36	Australia	Australian Fisheries Management Authority	http://www.afma.gov.au/	Dept. of Agric. Fisheries & Forestry	Environment Protection and Biodiversity Conservation Act 1999	https://www.comlaw.gov.au/Details/C2015C00407	Department of Environment	http://www.environment.gov.au/marine
125	38	I557	Lord Howe Is	Fisheries Information	http://www.mpa.nsw.gov.au/lhimp-activities.html	Lord Howe Island Board		https://www.environment.gov.au/system/files/resources/3ed1e470-6344-4c6f-b8f1-c0e9774ce639/files/lordhowe-plan.pdf	Lord Howe Island Marine Park Summary of Research and Monitoring	http://www.mpa.nsw.gov.au/pdf/Summary-Research.pdf
67	111	F111	Eritrea			Ministry of Fisheries	Fisheries Proclamation 104/ 1998	https://www.ilo.org/dyn/natlex/docs/ELECTRONIC/87835/100255/F1233881161/ERI87835.pdf		
104	833	833	Isle of Man	Fisheries Directorate	https://www.gov.im/about-the-government/departments/environment-food-and-agriculture/fisheries-directorate/		"Wildlife Act, 1990"	https://www.ilo.org/dyn/natlex/docs/ELECTRONIC/93054/108688/F-836432462/GBR93054.pdf	"Department of Environment, Food and Agriculture"	https://www.gov.im/about-the-government/departments/environment-food-and-agriculture/
50	188	188	Costa Rica	Institute of Fishing and Aquaculture	https://www.incopesca.go.cr/		"Law of Conservation of Wildlife Law, 1992"	https://www.incopesca.go.cr/pesca/pesca_responsable/acuerdo_251_2009_barcos_camaroneros.pdf	Ministry of Environment and Energy	http://www.minae.go.cr/
106	380	380	Italy	"Ministry of Agriculture, Food and Forestry"	https://www.politicheagricole.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/311	Ministry of Agriculture and Forestry	Law no. 152	https://www.politicheagricole.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/3768	General Directorate for the Protection of Nature and the Sea	http://www.minambiente.it/pagina/direzione-generale-la-protezione-della-natura-e-del-mare-pnm
56	208	208	Denmark	"Ministry of Food, Agriculture and Fisheries"	http://naturerhverv.dk/fiskeri/	"Minister for Food, Agriculture and Fisheries"	"Environment Protection Act, 1996"	https://www.retsinformation.dk/Forms/R0710.aspx?id=6703	Ministry of Environment and Food	http://mfvm.dk/
68	233	233	Estonia	Ministry of the Environment	http://www.envir.ee/en/fisheries	Ministry of Environment	"Act of the Protection of Marine and Freshwater Coasts, Shores and Banks, 1995"	https://www.riigiteataja.ee/en/eli/525022014009/consolide	Ministry of Environment	http://www.envir.ee/en/protection-marine-environment
216	752	752	Sweden	Agency for Marine and Water Management	https://www.havochvatten.se/	"Ministry of Agriculture, Food and consumer Affairs"	"Environmental Code, 1999"	https://www.riksdagen.se/sv/Dokument-Lagar/Lagar/Svenskforfattningssamling/Fiskelag-1993787_sfs-1993-787/	Environmental Protection Agency	http://www.naturvardsverket.se/
79	270	270	Gambia	Ministry of Fisheries	http://www.mof.gov.gm/	"Department of State for Fisheries, Natural Resources and the Environment"	"Nationa Environment Management Act, 1994"	https://www.unodc.org/res/cld/document/fisheries-act--2007_html/Fisheries_Act_2007.pdf		
246	704	704	Viet Nam	Directorate of Fisheries	http://www.fistenet.gov.vn/	Ministry of Fisheries	"Law on Environmental Protection, 1993"	https://www.unodc.org/res/cld/document/fisheries-law_html/Fisheries_Law.pdf	Ministry of Natural Resources and Environment	http://www.monre.gov.vn/
147	580	580	N Marianas	Pacific Islands Fishery Science Center (NMFS)	http://www.fpir.noaa.gov/	Division of Fish & wildlife	"Commonwealth Environmental Protection Act, (CEPA), 1982, 2 CMC §§3101 to 3134"		Marianas Fishery Ecosystem Plan	http://www.wpcouncil.org/fishery-plans-policies-reports/marianas-fishery-ecosystem-plan/
197	690	690	Seychelles	Seychelles Fishing Authority	http://www.sfa.sc/index.jsp	Ministry of Agriculture and Marine Resources	"Environmental Protection Act, 1994"		"Ministry of Environment, Energy and Climate Change"	http://www.env.gov.sc/
160	408	408	North Korea				"Environmental Protection Law, 1986"			
11		51	Armenia	Ministry of Agriculture	http://minagro.am/		"Law on Principles of Environmental Protection, 1991"		Ministry of Nature Protection	http://www.mnp.am/
25		68	Bolivia	Ministry of Rural Development and Land	http://www.ruralytierras.gob.bo/	Ministry of Agricultural and Rural Affairs	"Law on wildlife, national parks, hunting and fishing"		Ministry of Environment and Water	http://www.mmaya.gob.bo/
208	659	659	St Kitts & Nevis	Department of Marine Resources	http://dmrskn.com/	"Ministry of Agriculture, Lands and Housing"	"National Conservation Environment and Protection Act, 1987"			
151	532	532	NethAntilles			Ministry of Public Health and Social Development	"Nature & Environmental Policy Plan, 2004-2007"			
33		108	Burundi			Ministère de l'agriculture et de l'elevage				
93	624	624	Guinea Bissau			"Ministre de l'agriculture, de la pêche et des ressources naturelles"				
102	368	368	Iraq			Ministry of Agriculture				
141	488	488	Midway Is	Midway Atoll National Wildlife Refuge	http://www.fws.gov/refuge/Midway_Atoll/				Midway Atoll National Wildlife Refuge and Battle of Midway National Memorial	http://www.fws.gov/refuge/Midway_Atoll/what_we_do/planning.html
153	540	540	New Caledonia	Maritime Affairs Directorate	http://www.affmar.gouv.nc/	"Direction de l’Agriculture, de la Forêt et de l’Environnement"			"Marine Environment, Maritime Affairs Directorate"	http://www.affmar.gouv.nc/portal/page/portal/affmar/peche/presentation
155		x003	Ngazidja island (Comoros)							
162		I556	Ogasawara Is			Tokyo Metropolitan Government				
190	393	392B	Ryukyu & Daishoto Is			"Ministry of Agriculture, Forestry and Fisheries (MAFF"				
191	678	678	Sao Tome Prn			Ministry of Agriculture				
196	891	891	Serbia Montenegro	Ministry of Agriculture and Environmental Protection	http://www.eko.minpolj.gov.rs/usluge/zivotna-sredina/usluge-iz-oblasti-zastite-i-odrzivog-koriscenja-ribljeg-fonda/	"Ministry of Agriculture, forestry and Water Management"			Ministry of Agriculture and Environmental Protection	http://www.eko.minpolj.gov.rs/
224	77	I558	Trindade Is							
